year    cpue
1997	1175.702
1998	1171.992
1999	948.660
2000	855.344
2001	676.467
2002	450.546
2003	475.902
2004	263.534
2005	507.239
2006	788.697
2007	993.583
2008	892.813
2009	756.699
2010	807.775

