year    catch
1990	278.839
1991	185.591
1992	229.555
1993	188.46
1994	162.297
1995	180.532
1996	363.443
1997	365.511
1998	455.795
1999	353.903
2000	356.032
2001	318.831
2002	310.281
2003	330.940
2004	279
2005	401.807
2006	311.954
2007	485.136
2008	556
2009	521
2010	535

